Observation station,Year,Month,Day,Snow depth mean [cm],Date,Average temperature [°C],cloud_code,Global radiation mean [W/m2]
Lahti Laune,2005,3,12,29.3,2005-03-12,-9.2,,"92,9"
Lahti Laune,2005,3,13,29.2,2005-03-13,-12.3,,"127,1"
Lahti Laune,2005,3,14,30.8,2005-03-14,-13.5,,"133,6"
Lahti Laune,2005,3,15,30.9,2005-03-15,-12.7,,"132,8"
Lahti Laune,2005,3,16,30.7,2005-03-16,-11.5,,"133,8"
Lahti Laune,2005,3,17,31.6,2005-03-17,-7.4,,"35,5"
Lahti Laune,2005,3,18,34.5,2005-03-18,-6.7,,"115,7"
Lahti Laune,2005,3,19,34.6,2005-03-19,-6.4,,"157,7"
Lahti Laune,2005,3,20,34.0,2005-03-20,-5.6,,"151,5"
Lahti Laune,2005,3,21,33.4,2005-03-21,-3.5,,"145,7"
Lahti Laune,2005,3,22,32.6,2005-03-22,-3.2,,"164,1"
Lahti Laune,2005,3,23,32.0,2005-03-23,-2.0,,"61,6"
Lahti Laune,2005,3,24,28.1,2005-03-24,3.2,,"95,3"
Lahti Laune,2005,3,25,22.1,2005-03-25,4.8,,"154,3"
Lahti Laune,2005,3,26,19.5,2005-03-26,2.2,,"172,4"
Lahti Laune,2005,3,27,17.9,2005-03-27,-0.7,,"90,2"
Lahti Laune,2005,3,28,18.0,2005-03-28,-2.3,,"147,5"
Lahti Laune,2005,3,29,17.7,2005-03-29,-2.4,,106
Lahti Laune,2005,3,30,17.4,2005-03-30,-1.5,,"144,8"
Lahti Laune,2005,3,31,15.6,2005-03-31,1.8,,"187,3"
Lahti Laune,2005,4,1,13.3,2005-04-01,1.6,,"188,5"
Lahti Laune,2005,4,2,10.6,2005-04-02,2.4,,"126,5"
Lahti Laune,2005,4,3,8.5,2005-04-03,5.9,,"166,1"
Lahti Laune,2005,4,4,4.5,2005-04-04,5.1,,"184,3"
Lahti Laune,2005,4,5,1.8,2005-04-05,6.2,,"177,6"
Lahti Laune,2005,4,6,0.0,2005-04-06,3.0,,"153,5"
Lahti Laune,2005,4,7,,2005-04-07,3.9,,"120,3"
,2005,4,8,,2005-04-08,5.4,,"161,3"
,2005,4,9,,2005-04-09,2.5,,"58,8"
,2005,4,10,,2005-04-10,1.6,,"113,9"
,2005,4,11,,2005-04-11,2.1,,"55,9"
,2005,4,12,,2005-04-12,4.8,,"134,7"
,2005,4,13,,2005-04-13,7.5,,"171,5"
,2005,4,14,,2005-04-14,6.2,,"211,2"
,2005,4,15,,2005-04-15,5.6,,"100,7"
,2005,4,16,,2005-04-16,5.6,,"195,1"
,2005,4,17,,2005-04-17,5.3,,"232,8"
,2005,4,18,,2005-04-18,3.4,,"233,9"
,2005,4,19,,2005-04-19,0.2,,"218,4"
,2005,4,20,,2005-04-20,-0.7,,"166,3"
,2005,4,21,,2005-04-21,-0.9,,"127,1"
,2005,4,22,,2005-04-22,-0.8,,"124,8"
Lahti Laune,2005,4,23,0.0,2005-04-23,0.6,,148
Lahti Laune,2005,4,24,0.0,2005-04-24,2.5,,"197,1"
Lahti Laune,2005,4,25,0.1,2005-04-25,5.0,,"258,5"
Lahti Laune,2005,4,26,0.0,2005-04-26,5.9,,"242,6"
Lahti Laune,2005,4,27,0.0,2005-04-27,6.3,,"258,3"
Lahti Laune,2005,4,28,0.0,2005-04-28,7.0,,"124,4"
Lahti Laune,2005,4,29,0.0,2005-04-29,5.8,,"138,5"
Lahti Laune,2005,4,30,0.0,2005-04-30,3.4,,"70,8"
Lahti Laune,2005,5,1,0.0,2005-05-01,1.9,,75
Lahti Laune,2005,5,2,0.0,2005-05-02,5.7,,"231,6"
Lahti Laune,2005,5,3,0.0,2005-05-03,5.2,,"79,8"
Lahti Laune,2005,5,4,0.0,2005-05-04,7.1,,"54,9"
Lahti Laune,2005,5,5,0.0,2005-05-05,6.6,,"160,1"
Lahti Laune,2005,5,6,0.0,2005-05-06,8.2,,"179,9"
Lahti Laune,2005,5,7,0.0,2005-05-07,7.2,,"203,9"
Lahti Laune,2005,5,8,0.0,2005-05-08,8.4,,"283,3"
Lahti Laune,2005,5,9,0.0,2005-05-09,10.0,,"194,3"
Lahti Laune,2005,5,10,0.0,2005-05-10,9.0,,"248,5"
Lahti Laune,2005,5,11,0.0,2005-05-11,7.0,,"173,9"
Lahti Laune,2005,5,12,0.0,2005-05-12,8.1,,"278,4"
Lahti Laune,2005,5,13,0.0,2005-05-13,10.3,,"229,5"
Lahti Laune,2005,5,14,0.0,2005-05-14,9.4,,"269,5"
Lahti Laune,2005,5,15,0.0,2005-05-15,8.9,,"237,7"
Lahti Laune,2005,5,16,0.0,2005-05-16,8.0,,"78,3"
Lahti Laune,2005,5,17,0.0,2005-05-17,9.6,,"232,3"
Lahti Laune,2005,5,18,0.0,2005-05-18,6.9,,"143,4"
Lahti Laune,2005,5,19,0.0,2005-05-19,6.3,,"236,5"
Lahti Laune,2005,5,20,0.0,2005-05-20,9.5,,"318,4"
Lahti Laune,2005,5,21,0.0,2005-05-21,11.1,,"314,3"
Lahti Laune,2005,5,22,0.0,2005-05-22,14.1,,"264,9"
Lahti Laune,2005,5,23,0.0,2005-05-23,16.4,,209
Lahti Laune,2005,5,24,0.0,2005-05-24,19.2,,"274,4"
Lahti Laune,2005,5,25,0.0,2005-05-25,15.2,,"306,6"
Lahti Laune,2005,5,26,0.0,2005-05-26,14.2,,"205,6"
Lahti Laune,2005,5,27,0.0,2005-05-27,14.9,,"256,8"
Lahti Laune,2005,5,28,0.0,2005-05-28,10.5,,"330,8"
Lahti Laune,2005,5,29,0.0,2005-05-29,8.3,,"102,8"
Lahti Laune,2005,5,30,0.1,2005-05-30,9.6,,"139,5"
Lahti Laune,2005,5,31,0.0,2005-05-31,11.1,,"178,9"
Lahti Laune,2005,6,1,-0.9,2005-06-01,7.4,,89
Lahti Laune,2005,6,2,-1.0,2005-06-02,10.1,,"230,2"
Lahti Laune,2005,6,3,-1.0,2005-06-03,11.3,,299
Lahti Laune,2005,6,4,-1.0,2005-06-04,10.5,,"78,4"
Lahti Laune,2005,6,5,-1.0,2005-06-05,13.4,,"143,6"
Lahti Laune,2005,6,6,-1.0,2005-06-06,11.8,,"98,1"
Lahti Laune,2005,6,7,-1.0,2005-06-07,12.4,,"310,9"
Lahti Laune,2005,6,8,-1.0,2005-06-08,12.9,,"335,6"
Lahti Laune,2005,6,9,-1.0,2005-06-09,12.6,,"324,7"
Lahti Laune,2005,6,10,-1.0,2005-06-10,14.2,,"334,8"
Lahti Laune,2005,6,11,-1.0,2005-06-11,15.7,,"274,5"
Lahti Laune,2005,6,12,-1.0,2005-06-12,17.5,,"159,9"
Lahti Laune,2005,6,13,-1.0,2005-06-13,14.1,,"135,1"
Lahti Laune,2005,6,14,-1.0,2005-06-14,13.7,,"167,5"
Lahti Laune,2005,6,15,-1.0,2005-06-15,14.9,,301
Lahti Laune,2005,6,16,-1.0,2005-06-16,15.4,,"228,4"
Lahti Laune,2005,6,17,-1.0,2005-06-17,17.2,,"260,5"
Lahti Laune,2005,6,18,-1.0,2005-06-18,17.8,,"265,9"
Lahti Laune,2005,6,19,-1.0,2005-06-19,15.7,,"305,4"
Lahti Laune,2005,6,20,-1.0,2005-06-20,15.4,,"330,7"
Lahti Laune,2005,6,21,-1.0,2005-06-21,15.8,,"337,1"
Lahti Laune,2005,6,22,-1.0,2005-06-22,16.0,,"218,8"
Lahti Laune,2005,6,23,-1.0,2005-06-23,15.8,3.0,"252,4"
Lahti Laune,2005,6,24,-1.0,2005-06-24,18.5,1.0,"284,5"
Lahti Laune,2005,6,25,-1.0,2005-06-25,12.6,0.0,122
Lahti Laune,2005,6,26,-1.0,2005-06-26,13.8,1.0,"280,1"
Lahti Laune,2005,6,27,-1.0,2005-06-27,13.3,0.0,"264,9"
Lahti Laune,2005,6,28,-1.0,2005-06-28,11.7,7.0,"235,3"
Lahti Laune,2005,6,29,-1.0,2005-06-29,12.6,7.0,"181,2"
Lahti Laune,2005,6,30,-1.0,2005-06-30,14.7,8.0,"164,3"
Lahti Laune,2005,7,1,-1.0,2005-07-01,16.3,0.0,252
Lahti Laune,2005,7,2,-1.0,2005-07-02,16.0,0.0,317
Lahti Laune,2005,7,3,-1.0,2005-07-03,17.5,0.0,"315,8"
Lahti Laune,2005,7,4,-1.0,2005-07-04,19.7,0.0,"318,6"
Lahti Laune,2005,7,5,-1.0,2005-07-05,20.5,0.0,"311,3"
Lahti Laune,2005,7,6,-1.0,2005-07-06,20.6,0.0,"291,4"
Lahti Laune,2005,7,7,-1.0,2005-07-07,16.9,0.0,"233,1"
Lahti Laune,2005,7,8,-1.0,2005-07-08,18.3,7.0,314
Lahti Laune,2005,7,9,-1.0,2005-07-09,19.9,0.0,"294,9"
Lahti Laune,2005,7,10,-1.0,2005-07-10,22.1,0.0,"317,3"
Lahti Laune,2005,7,11,-1.0,2005-07-11,23.1,0.0,"294,3"
Lahti Laune,2005,7,12,-1.0,2005-07-12,21.2,0.0,"321,8"
Lahti Laune,2005,7,13,-1.0,2005-07-13,21.9,1.0,"318,9"
Lahti Laune,2005,7,14,-1.0,2005-07-14,19.0,7.0,"284,9"
Lahti Laune,2005,7,15,-1.0,2005-07-15,17.5,0.0,"289,1"
Lahti Laune,2005,7,16,-1.0,2005-07-16,19.6,0.0,"296,2"
Lahti Laune,2005,7,17,-1.0,2005-07-17,19.7,3.0,"191,1"
Lahti Laune,2005,7,18,-1.0,2005-07-18,20.0,7.0,"251,4"
Lahti Laune,2005,7,19,-1.0,2005-07-19,16.8,0.0,"88,5"
Lahti Laune,2005,7,20,-1.0,2005-07-20,18.1,8.0,196
Lahti Laune,2005,7,21,-1.0,2005-07-21,17.1,7.0,270
Lahti Laune,2005,7,22,-1.0,2005-07-22,16.6,8.0,"76,8"
Lahti Laune,2005,7,23,-1.0,2005-07-23,15.3,1.0,"185,1"
Lahti Laune,2005,7,24,-1.0,2005-07-24,16.2,7.0,"221,4"
Lahti Laune,2005,7,25,-1.0,2005-07-25,17.5,1.0,"179,8"
Lahti Laune,2005,7,26,-1.0,2005-07-26,18.7,7.0,
Lahti Laune,2005,7,27,-1.0,2005-07-27,16.8,7.0,
Lahti Laune,2005,7,28,-1.0,2005-07-28,17.1,0.0,"213,4"
Lahti Laune,2005,7,29,-1.0,2005-07-29,16.1,0.0,"219,3"
Lahti Laune,2005,7,30,-1.0,2005-07-30,16.0,0.0,"252,9"
Lahti Laune,2005,7,31,-1.0,2005-07-31,18.6,0.0,224
Lahti Laune,2005,8,1,-1.0,2005-08-01,18.2,7.0,206
Lahti Laune,2005,8,2,-1.0,2005-08-02,16.6,7.0,"206,8"
Lahti Laune,2005,8,3,-1.0,2005-08-03,15.8,5.0,"247,7"
Lahti Laune,2005,8,4,-1.0,2005-08-04,15.2,1.0,"91,8"
Lahti Laune,2005,8,5,-1.0,2005-08-05,16.2,7.0,"232,8"
Lahti Laune,2005,8,6,-1.0,2005-08-06,16.2,7.0,"232,4"
Lahti Laune,2005,8,7,-1.0,2005-08-07,16.6,7.0,"135,1"
Lahti Laune,2005,8,8,-1.0,2005-08-08,18.6,7.0,"34,3"
Lahti Laune,2005,8,9,-1.0,2005-08-09,21.7,0.0,"184,9"
Lahti Laune,2005,8,10,-1.0,2005-08-10,14.6,7.0,"27,2"
Lahti Laune,2005,8,11,-1.0,2005-08-11,14.1,7.0,"26,4"
Lahti Laune,2005,8,12,-1.0,2005-08-12,15.4,7.0,"142,4"
Lahti Laune,2005,8,13,-1.0,2005-08-13,16.2,7.0,"82,5"
Lahti Laune,2005,8,14,-1.0,2005-08-14,16.2,8.0,"107,3"
Lahti Laune,2005,8,15,-1.0,2005-08-15,15.3,0.0,"221,1"
Lahti Laune,2005,8,16,-1.0,2005-08-16,14.1,7.0,"149,1"
Lahti Laune,2005,8,17,-1.0,2005-08-17,13.2,3.0,"196,6"
Lahti Laune,2005,8,18,-1.0,2005-08-18,13.7,0.0,"223,3"
Lahti Laune,2005,8,19,-1.0,2005-08-19,15.5,0.0,"236,2"
Lahti Laune,2005,8,20,-1.0,2005-08-20,16.4,0.0,"231,1"
Lahti Laune,2005,8,21,-1.0,2005-08-21,14.5,7.0,"123,8"
Lahti Laune,2005,8,22,-1.0,2005-08-22,13.8,1.0,"100,3"
Lahti Laune,2005,8,23,-1.0,2005-08-23,16.0,8.0,"116,7"
Lahti Laune,2005,8,24,-1.0,2005-08-24,17.0,7.0,"185,7"
Lahti Laune,2005,8,25,-1.0,2005-08-25,18.3,7.0,"189,7"
Lahti Laune,2005,8,26,-1.0,2005-08-26,16.7,1.0,"63,4"
Lahti Laune,2005,8,27,-1.0,2005-08-27,13.0,1.0,"184,7"
Lahti Laune,2005,8,28,-1.0,2005-08-28,11.9,8.0,"53,4"
Lahti Laune,2005,8,29,-1.0,2005-08-29,14.0,8.0,"101,3"
Lahti Laune,2005,8,30,-1.0,2005-08-30,14.8,7.0,"156,2"
Lahti Laune,2005,8,31,-1.0,2005-08-31,12.5,0.0,"209,2"
Lahti Laune,2005,9,1,-1.0,2005-09-01,12.5,0.0,"207,1"
Lahti Laune,2005,9,2,-1.0,2005-09-02,12.7,0.0,"188,2"
Lahti Laune,2005,9,3,-1.0,2005-09-03,14.0,0.0,172
Lahti Laune,2005,9,4,-1.0,2005-09-04,12.7,7.0,"164,1"
Lahti Laune,2005,9,5,-1.0,2005-09-05,11.6,7.0,"122,7"
Lahti Laune,2005,9,6,-1.0,2005-09-06,12.2,1.0,"144,3"
Lahti Laune,2005,9,7,-1.0,2005-09-07,16.9,5.0,"172,4"
Lahti Laune,2005,9,8,-1.0,2005-09-08,16.2,7.0,"103,9"
Lahti Laune,2005,9,9,-1.0,2005-09-09,15.2,7.0,"182,7"
Lahti Laune,2005,9,10,-1.0,2005-09-10,9.1,0.0,"136,7"
Lahti Laune,2005,9,11,-1.0,2005-09-11,7.8,0.0,"173,6"
Lahti Laune,2005,9,12,-1.0,2005-09-12,9.4,1.0,"93,5"
Lahti Laune,2005,9,13,-1.0,2005-09-13,8.2,3.0,"175,6"
Lahti Laune,2005,9,14,-1.0,2005-09-14,12.0,0.0,"35,6"
Lahti Laune,2005,9,15,-1.0,2005-09-15,9.0,7.0,"70,1"
Lahti Laune,2005,9,16,-1.0,2005-09-16,4.5,7.0,"146,2"
Lahti Laune,2005,9,17,-1.0,2005-09-17,2.0,0.0,"154,9"
Lahti Laune,2005,9,18,-1.0,2005-09-18,5.8,0.0,"73,3"
Lahti Laune,2005,9,19,-1.0,2005-09-19,12.2,7.0,"92,2"
Lahti Laune,2005,9,20,-1.0,2005-09-20,12.0,0.0,"24,4"
Lahti Laune,2005,9,21,-1.0,2005-09-21,12.6,8.0,"108,4"
Lahti Laune,2005,9,22,-1.0,2005-09-22,9.8,0.0,110
Lahti Laune,2005,9,23,-1.0,2005-09-23,10.9,7.0,"94,3"
Lahti Laune,2005,9,24,-1.0,2005-09-24,12.7,0.0,"116,9"
Lahti Laune,2005,9,25,-1.0,2005-09-25,10.8,0.0,"121,4"
Lahti Laune,2005,9,26,-1.0,2005-09-26,10.4,0.0,"117,6"
Lahti Laune,2005,9,27,-1.0,2005-09-27,12.1,0.0,"110,5"
Lahti Laune,2005,9,28,-1.0,2005-09-28,13.7,3.0,"28,1"
Lahti Laune,2005,9,29,-1.0,2005-09-29,11.8,7.0,"96,4"
Lahti Laune,2005,9,30,-1.0,2005-09-30,7.2,7.0,66
Lahti Laune,2005,10,1,-1.0,2005-10-01,7.4,0.0,"90,7"
Lahti Laune,2005,10,2,-1.0,2005-10-02,12.6,7.0,"40,9"
Lahti Laune,2005,10,3,-1.0,2005-10-03,11.8,8.0,"99,6"
Lahti Laune,2005,10,4,,2005-10-04,9.6,7.0,"83,7"
,2005,10,5,,2005-10-05,9.0,1.0,"104,8"
,2005,10,6,,2005-10-06,9.6,1.0,"30,7"
,2005,10,7,,2005-10-07,8.3,0.0,"57,9"
,2005,10,8,,2005-10-08,11.1,8.0,"74,9"
,2005,10,9,,2005-10-09,10.3,0.0,"83,9"
,2005,10,10,,2005-10-10,11.0,0.0,"41,6"
,2005,10,11,,2005-10-11,11.7,5.0,81
Lahti Laune,2005,10,12,-1.0,2005-10-12,7.8,9.0,"71,4"
Lahti Laune,2005,10,13,-1.0,2005-10-13,6.7,9.0,"78,4"
Lahti Laune,2005,10,14,-1.0,2005-10-14,6.5,9.0,"35,1"
Lahti Laune,2005,10,15,-1.0,2005-10-15,5.7,0.0,"59,5"
Lahti Laune,2005,10,16,-1.0,2005-10-16,5.8,7.0,"27,3"
Lahti Laune,2005,10,17,-1.0,2005-10-17,2.7,7.0,"77,1"
Lahti Laune,2005,10,18,-1.0,2005-10-18,4.8,7.0,"75,4"
Lahti Laune,2005,10,19,-1.0,2005-10-19,0.8,0.0,"47,1"
Lahti Laune,2005,10,20,-1.0,2005-10-20,6.3,8.0,51
Lahti Laune,2005,10,21,-1.0,2005-10-21,8.6,7.0,"16,8"
Lahti Laune,2005,10,22,-1.0,2005-10-22,7.4,7.0,"6,6"
Lahti Laune,2005,10,23,-1.0,2005-10-23,3.2,7.0,"17,5"
Lahti Laune,2005,10,24,-1.0,2005-10-24,-0.9,8.0,"58,4"
Lahti Laune,2005,10,25,-1.0,2005-10-25,-2.1,0.0,"46,9"
Lahti Laune,2005,10,26,2.2,2005-10-26,-0.2,7.0,"19,8"
Lahti Laune,2005,10,27,4.5,2005-10-27,-2.2,7.0,"43,9"
Lahti Laune,2005,10,28,3.3,2005-10-28,-1.7,8.0,"17,2"
Lahti Laune,2005,10,29,0.2,2005-10-29,3.9,7.0,"55,4"
Lahti Laune,2005,10,30,-1.0,2005-10-30,5.3,7.0,"8,1"
Lahti Laune,2005,10,31,-1.0,2005-10-31,5.5,7.0,"10,1"
Lahti Laune,2005,11,1,-1.0,2005-11-01,4.2,7.0,43
Lahti Laune,2005,11,2,-1.0,2005-11-02,2.3,0.0,"37,1"
Lahti Laune,2005,11,3,-1.0,2005-11-03,8.1,8.0,"13,4"
Lahti Laune,2005,11,4,-1.0,2005-11-04,6.4,7.0,"6,6"
Lahti Laune,2005,11,5,-1.0,2005-11-05,8.3,7.0,"3,6"
Lahti Laune,2005,11,6,-1.0,2005-11-06,8.0,7.0,"5,9"
Lahti Laune,2005,11,7,-1.0,2005-11-07,8.1,7.0,"4,3"
Lahti Laune,2005,11,8,-1.0,2005-11-08,7.3,8.0,"22,1"
Lahti Laune,2005,11,9,-1.0,2005-11-09,8.4,8.0,"3,1"
Lahti Laune,2005,11,10,-1.0,2005-11-10,7.5,8.0,"3,1"
Lahti Laune,2005,11,11,-1.0,2005-11-11,7.5,7.0,"16,5"
Lahti Laune,2005,11,12,-1.0,2005-11-12,7.0,8.0,"2,9"
Lahti Laune,2005,11,13,-1.0,2005-11-13,8.5,8.0,16
Lahti Laune,2005,11,14,-1.0,2005-11-14,6.4,7.0,"4,2"
Lahti Laune,2005,11,15,-1.0,2005-11-15,5.9,8.0,"8,3"
Lahti Laune,2005,11,16,-1.0,2005-11-16,0.0,7.0,"27,9"
Lahti Laune,2005,11,17,-1.0,2005-11-17,-0.7,7.0,"14,8"
Lahti Laune,2005,11,18,-0.2,2005-11-18,-0.1,8.0,"12,7"
Lahti Laune,2005,11,19,1.0,2005-11-19,-0.6,7.0,"14,1"
Lahti Laune,2005,11,20,1.0,2005-11-20,-1.8,8.0,"25,4"
Lahti Laune,2005,11,21,1.0,2005-11-21,-1.8,7.0,"11,6"
Lahti Laune,2005,11,22,1.6,2005-11-22,-4.2,8.0,"16,8"
Lahti Laune,2005,11,23,-0.2,2005-11-23,2.1,8.0,"1,9"
Lahti Laune,2005,11,24,-1.0,2005-11-24,3.9,8.0,"0,6"
Lahti Laune,2005,11,25,-1.0,2005-11-25,0.8,8.0,"2,7"
Lahti Laune,2005,11,26,4.9,2005-11-26,-0.8,7.0,"8,3"
Lahti Laune,2005,11,27,7.6,2005-11-27,-1.3,7.0,"10,6"
Lahti Laune,2005,11,28,5.7,2005-11-28,1.0,7.0,"3,9"
Lahti Laune,2005,11,29,0.9,2005-11-29,0.5,8.0,"7,1"
Lahti Laune,2005,11,30,5.8,2005-11-30,0.0,8.0,0
Lahti Laune,2005,12,1,13.0,2005-12-01,-3.9,7.0,"12,8"
Lahti Laune,2005,12,2,15.7,2005-12-02,0.8,8.0,"1,9"
Lahti Laune,2005,12,3,13.5,2005-12-03,-2.2,7.0,"8,8"
Lahti Laune,2005,12,4,13.0,2005-12-04,-7.4,0.0,"14,2"
Lahti Laune,2005,12,5,13.8,2005-12-05,-1.2,8.0,"0,9"
Lahti Laune,2005,12,6,18.3,2005-12-06,-0.2,7.0,"2,9"
Lahti Laune,2005,12,7,18.7,2005-12-07,-1.7,8.0,"4,1"
Lahti Laune,2005,12,8,18.0,2005-12-08,-4.0,8.0,"3,6"
Lahti Laune,2005,12,9,14.5,2005-12-09,-6.4,0.0,"10,3"
Lahti Laune,2005,12,10,13.9,2005-12-10,-5.0,5.0,"7,3"
Lahti Laune,2005,12,11,12.3,2005-12-11,-1.8,7.0,1
Lahti Laune,2005,12,12,15.1,2005-12-12,2.2,8.0,"12,8"
Lahti Laune,2005,12,13,14.8,2005-12-13,0.9,7.0,"12,1"
Lahti Laune,2005,12,14,8.1,2005-12-14,-6.2,1.0,"11,4"
Lahti Laune,2005,12,15,9.4,2005-12-15,-0.3,8.0,"4,1"
Lahti Laune,2005,12,16,20.2,2005-12-16,-4.1,7.0,"3,5"
Lahti Laune,2005,12,17,18.2,2005-12-17,-8.6,5.0,"4,3"
Lahti Laune,2005,12,18,18.8,2005-12-18,-10.2,8.0,6
Lahti Laune,2005,12,19,18.0,2005-12-19,-8.4,7.0,2
Lahti Laune,2005,12,20,17.2,2005-12-20,-6.3,8.0,"7,7"
Lahti Laune,2005,12,21,,2005-12-21,-8.6,7.0,"10,4"
,2005,12,22,,2005-12-22,-14.9,0.0,"10,9"
,2005,12,23,,2005-12-23,-9.1,8.0,"2,1"
,2005,12,24,,2005-12-24,-1.0,7.0,"1,8"
,2005,12,25,,2005-12-25,-2.9,7.0,"6,1"
,2005,12,26,,2005-12-26,-8.6,7.0,"5,2"
,2005,12,27,,2005-12-27,-8.3,7.0,"4,9"
,2005,12,28,,2005-12-28,-8.7,8.0,"5,3"
,2005,12,29,,2005-12-29,-6.1,7.0,"2,7"
Lahti Laune,2005,12,30,27.1,2005-12-30,-3.1,8.0,"3,5"
Lahti Laune,2005,12,31,27.6,2005-12-31,-0.4,7.0,"1,7"
Lahti Laune,2006,1,1,25.3,2006-01-01,-0.8,7.0,"1,7"
Lahti Laune,2006,1,2,27.2,2006-01-02,-0.4,7.0,"3,1"
Lahti Laune,2006,1,3,28.0,2006-01-03,-3.0,7.0,"8,4"
Lahti Laune,2006,1,4,27.6,2006-01-04,-2.4,8.0,6
Lahti Laune,2006,1,5,26.9,2006-01-05,-2.5,7.0,"2,5"
Lahti Laune,2006,1,6,25.7,2006-01-06,-1.5,7.0,"7,3"
Lahti Laune,2006,1,7,23.9,2006-01-07,-4.9,8.0,"11,3"
Lahti Laune,2006,1,8,24.0,2006-01-08,-9.2,0.0,"14,4"
Lahti Laune,2006,1,9,24.4,2006-01-09,-4.4,9.0,"6,1"
Lahti Laune,2006,1,10,25.0,2006-01-10,-1.7,7.0,"7,6"
Lahti Laune,2006,1,11,23.1,2006-01-11,1.9,7.0,"1,1"
Lahti Laune,2006,1,12,17.4,2006-01-12,2.1,8.0,"17,8"
Lahti Laune,2006,1,13,16.4,2006-01-13,-0.9,0.0,"5,2"
Lahti Laune,2006,1,14,16.1,2006-01-14,-0.4,8.0,"10,8"
Lahti Laune,2006,1,15,16.0,2006-01-15,-0.5,7.0,"5,3"
Lahti Laune,2006,1,16,16.0,2006-01-16,-1.8,7.0,"0,9"
Lahti Laune,2006,1,17,16.0,2006-01-17,-9.1,8.0,"4,8"
Lahti Laune,2006,1,18,16.0,2006-01-18,-18.4,0.0,10
Lahti Laune,2006,1,19,16.0,2006-01-19,-21.9,0.0,"24,3"
Lahti Laune,2006,1,20,15.3,2006-01-20,-23.1,0.0,"12,8"
Lahti Laune,2006,1,21,15.2,2006-01-21,-22.4,0.0,"25,9"
Lahti Laune,2006,1,22,15.5,2006-01-22,-23.8,0.0,"26,4"
Lahti Laune,2006,1,23,16.6,2006-01-23,-13.5,0.0,"8,5"
Lahti Laune,2006,1,24,17.9,2006-01-24,-2.3,8.0,"3,9"
Lahti Laune,2006,1,25,17.9,2006-01-25,-0.8,7.0,"7,9"
Lahti Laune,2006,1,26,19.7,2006-01-26,-4.0,7.0,"26,9"
Lahti Laune,2006,1,27,19.3,2006-01-27,0.1,8.0,"26,5"
Lahti Laune,2006,1,28,19.8,2006-01-28,-4.1,7.0,"23,2"
Lahti Laune,2006,1,29,19.6,2006-01-29,0.6,8.0,"31,2"
Lahti Laune,2006,1,30,18.1,2006-01-30,0.1,8.0,25
Lahti Laune,2006,1,31,18.1,2006-01-31,-6.9,7.0,"12,1"
Lahti Laune,2006,2,1,21.1,2006-02-01,-5.2,8.0,"9,7"
Lahti Laune,2006,2,2,25.1,2006-02-02,-10.9,7.0,"15,2"
Lahti Laune,2006,2,3,29.3,2006-02-03,-17.1,8.0,"30,7"
Lahti Laune,2006,2,4,27.9,2006-02-04,-21.9,0.0,"39,8"
Lahti Laune,2006,2,5,26.7,2006-02-05,-20.6,0.0,"46,2"
Lahti Laune,2006,2,6,25.7,2006-02-06,-21.3,0.0,"44,5"
Lahti Laune,2006,2,7,25.8,2006-02-07,-18.8,8.0,"51,1"
Lahti Laune,2006,2,8,26.4,2006-02-08,-14.7,7.0,"46,3"
Lahti Laune,2006,2,9,26.5,2006-02-09,-13.4,7.0,13
Lahti Laune,2006,2,10,24.9,2006-02-10,-9.2,7.0,"16,2"
Lahti Laune,2006,2,11,24.7,2006-02-11,-9.0,7.0,"29,5"
Lahti Laune,2006,2,12,25.9,2006-02-12,-7.2,8.0,"20,7"
Lahti Laune,2006,2,13,29.0,2006-02-13,-4.8,8.0,"19,7"
Lahti Laune,2006,2,14,30.8,2006-02-14,-4.1,8.0,"30,7"
Lahti Laune,2006,2,15,30.7,2006-02-15,-7.6,7.0,"20,6"
Lahti Laune,2006,2,16,29.8,2006-02-16,-8.5,8.0,"48,8"
Lahti Laune,2006,2,17,30.3,2006-02-17,-12.7,8.0,"57,6"
Lahti Laune,2006,2,18,30.0,2006-02-18,-10.6,7.0,"25,1"
Lahti Laune,2006,2,19,30.9,2006-02-19,-3.5,7.0,"24,3"
Lahti Laune,2006,2,20,31.0,2006-02-20,-3.1,7.0,"22,4"
Lahti Laune,2006,2,21,31.0,2006-02-21,-6.5,7.0,"31,2"
Lahti Laune,2006,2,22,30.7,2006-02-22,-5.0,7.0,36
Lahti Laune,2006,2,23,31.0,2006-02-23,-6.5,8.0,"71,2"
Lahti Laune,2006,2,24,31.0,2006-02-24,-2.9,8.0,"27,5"
Lahti Laune,2006,2,25,30.9,2006-02-25,-2.4,7.0,"54,7"
Lahti Laune,2006,2,26,30.1,2006-02-26,-11.5,0.0,"87,9"
Lahti Laune,2006,2,27,30.0,2006-02-27,-15.0,0.0,"73,4"
Lahti Laune,2006,2,28,29.1,2006-02-28,-13.4,7.0,"71,5"
Lahti Laune,2006,3,1,31.5,2006-03-01,-9.6,8.0,"83,2"
Lahti Laune,2006,3,2,31.8,2006-03-02,-11.1,7.0,"55,8"
Lahti Laune,2006,3,3,31.9,2006-03-03,-11.3,7.0,"70,7"
Lahti Laune,2006,3,4,32.3,2006-03-04,-10.6,1.0,"46,6"
Lahti Laune,2006,3,5,33.0,2006-03-05,-7.5,8.0,"66,9"
Lahti Laune,2006,3,6,33.3,2006-03-06,-9.3,0.0,"59,9"
