Observation station;Year;Month;Day;Time [Local time];Global radiation mean [W/m2]
Vantaa Helsinki-Vantaa airport;2011;1;14;00:00;10,6
Vantaa Helsinki-Vantaa airport;2011;1;15;00:00;26,9
Vantaa Helsinki-Vantaa airport;2011;1;16;00:00;6,8
Vantaa Helsinki-Vantaa airport;2011;1;17;00:00;5,5
Vantaa Helsinki-Vantaa airport;2011;1;18;00:00;6,8
Vantaa Helsinki-Vantaa airport;2011;1;19;00:00;8,2
Vantaa Helsinki-Vantaa airport;2011;1;20;00:00;11,4
Vantaa Helsinki-Vantaa airport;2011;1;21;00:00;8,7
Vantaa Helsinki-Vantaa airport;2011;1;22;00:00;12,1
Vantaa Helsinki-Vantaa airport;2011;1;23;00:00;13,7
Vantaa Helsinki-Vantaa airport;2011;1;24;00:00;12,4
Vantaa Helsinki-Vantaa airport;2011;1;25;00:00;11,4
Vantaa Helsinki-Vantaa airport;2011;1;26;00:00;40,3
Vantaa Helsinki-Vantaa airport;2011;1;27;00:00;17,7
Vantaa Helsinki-Vantaa airport;2011;1;28;00:00;27,9
Vantaa Helsinki-Vantaa airport;2011;1;29;00:00;7,8
Vantaa Helsinki-Vantaa airport;2011;1;30;00:00;36
Vantaa Helsinki-Vantaa airport;2011;1;31;00:00;16,3
Vantaa Helsinki-Vantaa airport;2011;2;1;00:00;24,9
Vantaa Helsinki-Vantaa airport;2011;2;2;00:00;17,6
Vantaa Helsinki-Vantaa airport;2011;2;3;00:00;12,1
Vantaa Helsinki-Vantaa airport;2011;2;4;00:00;28,8
Vantaa Helsinki-Vantaa airport;2011;2;5;00:00;13,3
Vantaa Helsinki-Vantaa airport;2011;2;6;00:00;25,5
Vantaa Helsinki-Vantaa airport;2011;2;7;00:00;64
Vantaa Helsinki-Vantaa airport;2011;2;8;00:00;16,3
Vantaa Helsinki-Vantaa airport;2011;2;9;00:00;29
Vantaa Helsinki-Vantaa airport;2011;2;10;00:00;65,8
Vantaa Helsinki-Vantaa airport;2011;2;11;00:00;41,3
Vantaa Helsinki-Vantaa airport;2011;2;12;00:00;52,5
Vantaa Helsinki-Vantaa airport;2011;2;13;00:00;68,9
Vantaa Helsinki-Vantaa airport;2011;2;14;00:00;69,4
Vantaa Helsinki-Vantaa airport;2011;2;15;00:00;73,4
Vantaa Helsinki-Vantaa airport;2011;2;16;00:00;56,9
Vantaa Helsinki-Vantaa airport;2011;2;17;00:00;68,6
Vantaa Helsinki-Vantaa airport;2011;2;18;00:00;79,7
Vantaa Helsinki-Vantaa airport;2011;2;19;00:00;73,7
Vantaa Helsinki-Vantaa airport;2011;2;20;00:00;74,6
Vantaa Helsinki-Vantaa airport;2011;2;21;00:00;93,5
Vantaa Helsinki-Vantaa airport;2011;2;22;00:00;56,4
Vantaa Helsinki-Vantaa airport;2011;2;23;00:00;81,7
Vantaa Helsinki-Vantaa airport;2011;2;24;00:00;78,3
Vantaa Helsinki-Vantaa airport;2011;2;25;00:00;57,8
Vantaa Helsinki-Vantaa airport;2011;2;26;00:00;33
Vantaa Helsinki-Vantaa airport;2011;2;27;00:00;85,2
Vantaa Helsinki-Vantaa airport;2011;2;28;00:00;98,3
Vantaa Helsinki-Vantaa airport;2011;3;1;00:00;39,7
Vantaa Helsinki-Vantaa airport;2011;3;2;00:00;101,8
Vantaa Helsinki-Vantaa airport;2011;3;3;00:00;82,8
Vantaa Helsinki-Vantaa airport;2011;3;4;00:00;58,2
Vantaa Helsinki-Vantaa airport;2011;3;5;00:00;94,4
Vantaa Helsinki-Vantaa airport;2011;3;6;00:00;114,1
Vantaa Helsinki-Vantaa airport;2011;3;7;00:00;59,4
Vantaa Helsinki-Vantaa airport;2011;3;8;00:00;27,9
Vantaa Helsinki-Vantaa airport;2011;3;9;00:00;115,7
Vantaa Helsinki-Vantaa airport;2011;3;10;00:00;58,4
Vantaa Helsinki-Vantaa airport;2011;3;11;00:00;34,3
Vantaa Helsinki-Vantaa airport;2011;3;12;00:00;104,8
Vantaa Helsinki-Vantaa airport;2011;3;13;00:00;46,9
Vantaa Helsinki-Vantaa airport;2011;3;14;00:00;77,5
Vantaa Helsinki-Vantaa airport;2011;3;15;00:00;145,6
Vantaa Helsinki-Vantaa airport;2011;3;16;00:00;150
Vantaa Helsinki-Vantaa airport;2011;3;17;00:00;126,2
Vantaa Helsinki-Vantaa airport;2011;3;18;00:00;131,2
Vantaa Helsinki-Vantaa airport;2011;3;19;00:00;35,6
Vantaa Helsinki-Vantaa airport;2011;3;20;00:00;115,6
Vantaa Helsinki-Vantaa airport;2011;3;21;00:00;43,6
Vantaa Helsinki-Vantaa airport;2011;3;22;00:00;93,2
Vantaa Helsinki-Vantaa airport;2011;3;23;00:00;142,4
Vantaa Helsinki-Vantaa airport;2011;3;24;00:00;149,1
Vantaa Helsinki-Vantaa airport;2011;3;25;00:00;114,3
Vantaa Helsinki-Vantaa airport;2011;3;26;00:00;153
Vantaa Helsinki-Vantaa airport;2011;3;27;00:00;157,5
Vantaa Helsinki-Vantaa airport;2011;3;28;00:00;90,4
Vantaa Helsinki-Vantaa airport;2011;3;29;00:00;112,2
Vantaa Helsinki-Vantaa airport;2011;3;30;00:00;196,6
Vantaa Helsinki-Vantaa airport;2011;3;31;00:00;211,5
Vantaa Helsinki-Vantaa airport;2011;4;1;00:00;66,9
Vantaa Helsinki-Vantaa airport;2011;4;2;00:00;67,5
Vantaa Helsinki-Vantaa airport;2011;4;3;00:00;37,1
Vantaa Helsinki-Vantaa airport;2011;4;4;00:00;28,1
Vantaa Helsinki-Vantaa airport;2011;4;5;00:00;150,9
Vantaa Helsinki-Vantaa airport;2011;4;6;00:00;48,3
Vantaa Helsinki-Vantaa airport;2011;4;7;00:00;45,9
Vantaa Helsinki-Vantaa airport;2011;4;8;00:00;67,1
Vantaa Helsinki-Vantaa airport;2011;4;9;00:00;208,2
Vantaa Helsinki-Vantaa airport;2011;4;10;00:00;211,9
Vantaa Helsinki-Vantaa airport;2011;4;11;00:00;100,8
Vantaa Helsinki-Vantaa airport;2011;4;12;00:00;209,9
Vantaa Helsinki-Vantaa airport;2011;4;13;00:00;70,7
Vantaa Helsinki-Vantaa airport;2011;4;14;00:00;147,9
Vantaa Helsinki-Vantaa airport;2011;4;15;00:00;198,8
Vantaa Helsinki-Vantaa airport;2011;4;16;00:00;205,1
Vantaa Helsinki-Vantaa airport;2011;4;17;00:00;222,3
Vantaa Helsinki-Vantaa airport;2011;4;18;00:00;224,5
Vantaa Helsinki-Vantaa airport;2011;4;19;00:00;250,1
Vantaa Helsinki-Vantaa airport;2011;4;20;00:00;76,7
Vantaa Helsinki-Vantaa airport;2011;4;21;00:00;177,7
Vantaa Helsinki-Vantaa airport;2011;4;22;00:00;140,6
Vantaa Helsinki-Vantaa airport;2011;4;23;00:00;244,4
Vantaa Helsinki-Vantaa airport;2011;4;24;00:00;258,8
Vantaa Helsinki-Vantaa airport;2011;4;25;00:00;259,1
Vantaa Helsinki-Vantaa airport;2011;4;26;00:00;260,9
Vantaa Helsinki-Vantaa airport;2011;4;27;00:00;247,5
Vantaa Helsinki-Vantaa airport;2011;4;28;00:00;229,7
Vantaa Helsinki-Vantaa airport;2011;4;29;00:00;211,7
Vantaa Helsinki-Vantaa airport;2011;4;30;00:00;160,3
Vantaa Helsinki-Vantaa airport;2011;5;1;00:00;209,5
Vantaa Helsinki-Vantaa airport;2011;5;2;00:00;172,2
Vantaa Helsinki-Vantaa airport;2011;5;3;00:00;136,8
Vantaa Helsinki-Vantaa airport;2011;5;4;00:00;119,3
Vantaa Helsinki-Vantaa airport;2011;5;5;00:00;212,6
Vantaa Helsinki-Vantaa airport;2011;5;6;00:00;274,3
Vantaa Helsinki-Vantaa airport;2011;5;7;00:00;293,8
Vantaa Helsinki-Vantaa airport;2011;5;8;00:00;298
Vantaa Helsinki-Vantaa airport;2011;5;9;00:00;278,3
Vantaa Helsinki-Vantaa airport;2011;5;10;00:00;292,5
Vantaa Helsinki-Vantaa airport;2011;5;11;00:00;289,3
Vantaa Helsinki-Vantaa airport;2011;5;12;00:00;238,1
Vantaa Helsinki-Vantaa airport;2011;5;13;00:00;247,8
Vantaa Helsinki-Vantaa airport;2011;5;14;00:00;163,8
Vantaa Helsinki-Vantaa airport;2011;5;15;00:00;148,7
Vantaa Helsinki-Vantaa airport;2011;5;16;00:00;96,5
Vantaa Helsinki-Vantaa airport;2011;5;17;00:00;129,7
Vantaa Helsinki-Vantaa airport;2011;5;18;00:00;238,2
Vantaa Helsinki-Vantaa airport;2011;5;19;00:00;91,4
Vantaa Helsinki-Vantaa airport;2011;5;20;00:00;311,3
Vantaa Helsinki-Vantaa airport;2011;5;21;00:00;314,4
Vantaa Helsinki-Vantaa airport;2011;5;22;00:00;321,7
Vantaa Helsinki-Vantaa airport;2011;5;23;00:00;122,6
Vantaa Helsinki-Vantaa airport;2011;5;24;00:00;285,6
Vantaa Helsinki-Vantaa airport;2011;5;25;00:00;205,8
Vantaa Helsinki-Vantaa airport;2011;5;26;00:00;334,5
Vantaa Helsinki-Vantaa airport;2011;5;27;00:00;156,4
Vantaa Helsinki-Vantaa airport;2011;5;28;00:00;193,6
Vantaa Helsinki-Vantaa airport;2011;5;29;00:00;107,7
Vantaa Helsinki-Vantaa airport;2011;5;30;00:00;202,8
Vantaa Helsinki-Vantaa airport;2011;5;31;00:00;300,8
Vantaa Helsinki-Vantaa airport;2011;6;1;00:00;312,9
Vantaa Helsinki-Vantaa airport;2011;6;2;00:00;282,8
Vantaa Helsinki-Vantaa airport;2011;6;3;00:00;329,5
Vantaa Helsinki-Vantaa airport;2011;6;4;00:00;339,6
Vantaa Helsinki-Vantaa airport;2011;6;5;00:00;293,3
Vantaa Helsinki-Vantaa airport;2011;6;6;00:00;309,3
Vantaa Helsinki-Vantaa airport;2011;6;7;00:00;332,3
Vantaa Helsinki-Vantaa airport;2011;6;8;00:00;341,5
Vantaa Helsinki-Vantaa airport;2011;6;9;00:00;336,2
Vantaa Helsinki-Vantaa airport;2011;6;10;00:00;288,6
Vantaa Helsinki-Vantaa airport;2011;6;11;00:00;325,6
Vantaa Helsinki-Vantaa airport;2011;6;12;00:00;332,4
Vantaa Helsinki-Vantaa airport;2011;6;13;00:00;44
Vantaa Helsinki-Vantaa airport;2011;6;14;00:00;154,3
Vantaa Helsinki-Vantaa airport;2011;6;15;00:00;121,3
Vantaa Helsinki-Vantaa airport;2011;6;16;00:00;245,1
Vantaa Helsinki-Vantaa airport;2011;6;17;00:00;290
Vantaa Helsinki-Vantaa airport;2011;6;18;00:00;145,9
Vantaa Helsinki-Vantaa airport;2011;6;19;00:00;201,6
Vantaa Helsinki-Vantaa airport;2011;6;20;00:00;256,3
Vantaa Helsinki-Vantaa airport;2011;6;21;00:00;276,9
Vantaa Helsinki-Vantaa airport;2011;6;22;00:00;313,1
Vantaa Helsinki-Vantaa airport;2011;6;23;00:00;98,4
Vantaa Helsinki-Vantaa airport;2011;6;24;00:00;246,6
Vantaa Helsinki-Vantaa airport;2011;6;25;00:00;186,2
Vantaa Helsinki-Vantaa airport;2011;6;26;00:00;348,5
Vantaa Helsinki-Vantaa airport;2011;6;27;00:00;327,5
Vantaa Helsinki-Vantaa airport;2011;6;28;00:00;330,1
Vantaa Helsinki-Vantaa airport;2011;6;29;00:00;342,9
Vantaa Helsinki-Vantaa airport;2011;6;30;00:00;324,8
Vantaa Helsinki-Vantaa airport;2011;7;1;00:00;292
Vantaa Helsinki-Vantaa airport;2011;7;2;00:00;325,5
Vantaa Helsinki-Vantaa airport;2011;7;3;00:00;238
Vantaa Helsinki-Vantaa airport;2011;7;4;00:00;74,6
Vantaa Helsinki-Vantaa airport;2011;7;5;00:00;143,4
Vantaa Helsinki-Vantaa airport;2011;7;6;00:00;302,6
Vantaa Helsinki-Vantaa airport;2011;7;7;00:00;296,7
Vantaa Helsinki-Vantaa airport;2011;7;8;00:00;310,3
Vantaa Helsinki-Vantaa airport;2011;7;9;00:00;316,5
Vantaa Helsinki-Vantaa airport;2011;7;10;00:00;248,7
Vantaa Helsinki-Vantaa airport;2011;7;11;00:00;266,1
Vantaa Helsinki-Vantaa airport;2011;7;12;00:00;150,6
Vantaa Helsinki-Vantaa airport;2011;7;13;00:00;239,8
Vantaa Helsinki-Vantaa airport;2011;7;14;00:00;326,4
Vantaa Helsinki-Vantaa airport;2011;7;15;00:00;58,7
Vantaa Helsinki-Vantaa airport;2011;7;16;00:00;212,7
Vantaa Helsinki-Vantaa airport;2011;7;17;00:00;172
Vantaa Helsinki-Vantaa airport;2011;7;18;00:00;309,7
Vantaa Helsinki-Vantaa airport;2011;7;19;00:00;111,7
Vantaa Helsinki-Vantaa airport;2011;7;20;00:00;270
Vantaa Helsinki-Vantaa airport;2011;7;21;00:00;211,8
Vantaa Helsinki-Vantaa airport;2011;7;22;00:00;293,4
Vantaa Helsinki-Vantaa airport;2011;7;23;00:00;194,4
Vantaa Helsinki-Vantaa airport;2011;7;24;00:00;206,7
Vantaa Helsinki-Vantaa airport;2011;7;25;00:00;269,1
Vantaa Helsinki-Vantaa airport;2011;7;26;00:00;248
Vantaa Helsinki-Vantaa airport;2011;7;27;00:00;248,8
Vantaa Helsinki-Vantaa airport;2011;7;28;00:00;122,9
Vantaa Helsinki-Vantaa airport;2011;7;29;00:00;168,5
Vantaa Helsinki-Vantaa airport;2011;7;30;00:00;242
Vantaa Helsinki-Vantaa airport;2011;7;31;00:00;180,6
Vantaa Helsinki-Vantaa airport;2011;8;1;00:00;257,1
Vantaa Helsinki-Vantaa airport;2011;8;2;00:00;262,6
Vantaa Helsinki-Vantaa airport;2011;8;3;00:00;272
Vantaa Helsinki-Vantaa airport;2011;8;4;00:00;285,2
Vantaa Helsinki-Vantaa airport;2011;8;5;00:00;277,6
Vantaa Helsinki-Vantaa airport;2011;8;6;00:00;128,1
Vantaa Helsinki-Vantaa airport;2011;8;7;00:00;179,8
Vantaa Helsinki-Vantaa airport;2011;8;8;00:00;184,2
Vantaa Helsinki-Vantaa airport;2011;8;9;00:00;121,7
Vantaa Helsinki-Vantaa airport;2011;8;10;00:00;183,5
Vantaa Helsinki-Vantaa airport;2011;8;11;00:00;139,4
Vantaa Helsinki-Vantaa airport;2011;8;12;00:00;190,9
Vantaa Helsinki-Vantaa airport;2011;8;13;00:00;207,1
Vantaa Helsinki-Vantaa airport;2011;8;14;00:00;169,9
Vantaa Helsinki-Vantaa airport;2011;8;15;00:00;28,8
Vantaa Helsinki-Vantaa airport;2011;8;16;00:00;106,4
Vantaa Helsinki-Vantaa airport;2011;8;17;00:00;195,9
Vantaa Helsinki-Vantaa airport;2011;8;18;00:00;168,9
Vantaa Helsinki-Vantaa airport;2011;8;19;00:00;224,3
Vantaa Helsinki-Vantaa airport;2011;8;20;00:00;198,8
Vantaa Helsinki-Vantaa airport;2011;8;21;00:00;136,4
Vantaa Helsinki-Vantaa airport;2011;8;22;00:00;91,8
Vantaa Helsinki-Vantaa airport;2011;8;23;00:00;101,2
Vantaa Helsinki-Vantaa airport;2011;8;24;00:00;189,4
Vantaa Helsinki-Vantaa airport;2011;8;25;00:00;211,1
Vantaa Helsinki-Vantaa airport;2011;8;26;00:00;156,3
Vantaa Helsinki-Vantaa airport;2011;8;27;00:00;209,2
Vantaa Helsinki-Vantaa airport;2011;8;28;00:00;101,8
Vantaa Helsinki-Vantaa airport;2011;8;29;00:00;80,5
Vantaa Helsinki-Vantaa airport;2011;8;30;00:00;143,4
Vantaa Helsinki-Vantaa airport;2011;8;31;00:00;104,1
Vantaa Helsinki-Vantaa airport;2011;9;1;00:00;139,1
Vantaa Helsinki-Vantaa airport;2011;9;2;00:00;141,2
Vantaa Helsinki-Vantaa airport;2011;9;3;00:00;122,1
Vantaa Helsinki-Vantaa airport;2011;9;4;00:00;145,9
Vantaa Helsinki-Vantaa airport;2011;9;5;00:00;196,9
Vantaa Helsinki-Vantaa airport;2011;9;6;00:00;78,5
Vantaa Helsinki-Vantaa airport;2011;9;7;00:00;151,9
Vantaa Helsinki-Vantaa airport;2011;9;8;00:00;66
Vantaa Helsinki-Vantaa airport;2011;9;9;00:00;117,2
Vantaa Helsinki-Vantaa airport;2011;9;10;00:00;132
Vantaa Helsinki-Vantaa airport;2011;9;11;00:00;155,8
Vantaa Helsinki-Vantaa airport;2011;9;12;00:00;51
Vantaa Helsinki-Vantaa airport;2011;9;13;00:00;66,1
Vantaa Helsinki-Vantaa airport;2011;9;14;00:00;58,4
Vantaa Helsinki-Vantaa airport;2011;9;15;00:00;63,9
Vantaa Helsinki-Vantaa airport;2011;9;16;00:00;84,1
Vantaa Helsinki-Vantaa airport;2011;9;17;00:00;101
Vantaa Helsinki-Vantaa airport;2011;9;18;00:00;110,9
Vantaa Helsinki-Vantaa airport;2011;9;19;00:00;37,3
Vantaa Helsinki-Vantaa airport;2011;9;20;00:00;75,7
Vantaa Helsinki-Vantaa airport;2011;9;21;00:00;53,2
Vantaa Helsinki-Vantaa airport;2011;9;22;00:00;41,4
Vantaa Helsinki-Vantaa airport;2011;9;23;00:00;96,9
Vantaa Helsinki-Vantaa airport;2011;9;24;00:00;84,2
Vantaa Helsinki-Vantaa airport;2011;9;25;00:00;105,1
Vantaa Helsinki-Vantaa airport;2011;9;26;00:00;47,2
Vantaa Helsinki-Vantaa airport;2011;9;27;00:00;118,5
Vantaa Helsinki-Vantaa airport;2011;9;28;00:00;52
Vantaa Helsinki-Vantaa airport;2011;9;29;00:00;51,7
Vantaa Helsinki-Vantaa airport;2011;9;30;00:00;109
Vantaa Helsinki-Vantaa airport;2011;10;1;00:00;127,5
Vantaa Helsinki-Vantaa airport;2011;10;2;00:00;88,8
Vantaa Helsinki-Vantaa airport;2011;10;3;00:00;13,8
Vantaa Helsinki-Vantaa airport;2011;10;4;00:00;32,2
Vantaa Helsinki-Vantaa airport;2011;10;5;00:00;109,4
Vantaa Helsinki-Vantaa airport;2011;10;6;00:00;15,5
Vantaa Helsinki-Vantaa airport;2011;10;7;00:00;88,7
Vantaa Helsinki-Vantaa airport;2011;10;8;00:00;62,1
Vantaa Helsinki-Vantaa airport;2011;10;9;00:00;102,3
Vantaa Helsinki-Vantaa airport;2011;10;10;00:00;17,5
Vantaa Helsinki-Vantaa airport;2011;10;11;00:00;53,3
Vantaa Helsinki-Vantaa airport;2011;10;12;00:00;55,8
Vantaa Helsinki-Vantaa airport;2011;10;13;00:00;58,3
Vantaa Helsinki-Vantaa airport;2011;10;14;00:00;85,7
Vantaa Helsinki-Vantaa airport;2011;10;15;00:00;40,7
Vantaa Helsinki-Vantaa airport;2011;10;16;00:00;40
Vantaa Helsinki-Vantaa airport;2011;10;17;00:00;82,3
Vantaa Helsinki-Vantaa airport;2011;10;18;00:00;19,9
Vantaa Helsinki-Vantaa airport;2011;10;19;00:00;44,5
Vantaa Helsinki-Vantaa airport;2011;10;20;00:00;65,2
Vantaa Helsinki-Vantaa airport;2011;10;21;00:00;44,5
Vantaa Helsinki-Vantaa airport;2011;10;22;00:00;23,9
Vantaa Helsinki-Vantaa airport;2011;10;23;00:00;15,9
Vantaa Helsinki-Vantaa airport;2011;10;24;00:00;61,2
Vantaa Helsinki-Vantaa airport;2011;10;25;00:00;51,5
Vantaa Helsinki-Vantaa airport;2011;10;26;00:00;21,9
Vantaa Helsinki-Vantaa airport;2011;10;27;00:00;37,2
Vantaa Helsinki-Vantaa airport;2011;10;28;00:00;13,3
Vantaa Helsinki-Vantaa airport;2011;10;29;00:00;45,8
Vantaa Helsinki-Vantaa airport;2011;10;30;00:00;24
Vantaa Helsinki-Vantaa airport;2011;10;31;00:00;37,8
Vantaa Helsinki-Vantaa airport;2011;11;1;00:00;10,5
Vantaa Helsinki-Vantaa airport;2011;11;2;00:00;7,3
Vantaa Helsinki-Vantaa airport;2011;11;3;00:00;10,7
Vantaa Helsinki-Vantaa airport;2011;11;4;00:00;33,7
Vantaa Helsinki-Vantaa airport;2011;11;5;00:00;19,3
Vantaa Helsinki-Vantaa airport;2011;11;6;00:00;7,7
Vantaa Helsinki-Vantaa airport;2011;11;7;00:00;4,5
Vantaa Helsinki-Vantaa airport;2011;11;8;00:00;13,8
Vantaa Helsinki-Vantaa airport;2011;11;9;00:00;38,6
Vantaa Helsinki-Vantaa airport;2011;11;10;00:00;42,5
Vantaa Helsinki-Vantaa airport;2011;11;11;00:00;5,7
Vantaa Helsinki-Vantaa airport;2011;11;12;00:00;10,8
Vantaa Helsinki-Vantaa airport;2011;11;13;00:00;8,5
Vantaa Helsinki-Vantaa airport;2011;11;14;00:00;19,4
Vantaa Helsinki-Vantaa airport;2011;11;15;00:00;28,8
Vantaa Helsinki-Vantaa airport;2011;11;16;00:00;15,7
Vantaa Helsinki-Vantaa airport;2011;11;17;00:00;5,6
Vantaa Helsinki-Vantaa airport;2011;11;18;00:00;7,9
Vantaa Helsinki-Vantaa airport;2011;11;19;00:00;8,8
Vantaa Helsinki-Vantaa airport;2011;11;20;00:00;25,7
Vantaa Helsinki-Vantaa airport;2011;11;21;00:00;6,6
Vantaa Helsinki-Vantaa airport;2011;11;22;00:00;8,3
Vantaa Helsinki-Vantaa airport;2011;11;23;00:00;7,5
Vantaa Helsinki-Vantaa airport;2011;11;24;00:00;2,6
Vantaa Helsinki-Vantaa airport;2011;11;25;00:00;4
Vantaa Helsinki-Vantaa airport;2011;11;26;00:00;10,8
Vantaa Helsinki-Vantaa airport;2011;11;27;00:00;4,2
Vantaa Helsinki-Vantaa airport;2011;11;28;00:00;10,4
Vantaa Helsinki-Vantaa airport;2011;11;29;00:00;12,6
Vantaa Helsinki-Vantaa airport;2011;11;30;00:00;1
Vantaa Helsinki-Vantaa airport;2011;12;1;00:00;12,3
Vantaa Helsinki-Vantaa airport;2011;12;2;00:00;6,7
Vantaa Helsinki-Vantaa airport;2011;12;3;00:00;16,3
Vantaa Helsinki-Vantaa airport;2011;12;4;00:00;3,9
Vantaa Helsinki-Vantaa airport;2011;12;5;00:00;5,4
Vantaa Helsinki-Vantaa airport;2011;12;6;00:00;7,5
Vantaa Helsinki-Vantaa airport;2011;12;7;00:00;5,8
Vantaa Helsinki-Vantaa airport;2011;12;8;00:00;2,9
Vantaa Helsinki-Vantaa airport;2011;12;9;00:00;1,3
Vantaa Helsinki-Vantaa airport;2011;12;10;00:00;1,4
Vantaa Helsinki-Vantaa airport;2011;12;11;00:00;5,4
Vantaa Helsinki-Vantaa airport;2011;12;12;00:00;3,3
Vantaa Helsinki-Vantaa airport;2011;12;13;00:00;5,2
Vantaa Helsinki-Vantaa airport;2011;12;14;00:00;3,9
Vantaa Helsinki-Vantaa airport;2011;12;15;00:00;1,9
Vantaa Helsinki-Vantaa airport;2011;12;16;00:00;4,8
Vantaa Helsinki-Vantaa airport;2011;12;17;00:00;1,4
Vantaa Helsinki-Vantaa airport;2011;12;18;00:00;1,6
Vantaa Helsinki-Vantaa airport;2011;12;19;00:00;4,3
Vantaa Helsinki-Vantaa airport;2011;12;20;00:00;3,4
Vantaa Helsinki-Vantaa airport;2011;12;21;00:00;6,8
Vantaa Helsinki-Vantaa airport;2011;12;22;00:00;5,1
Vantaa Helsinki-Vantaa airport;2011;12;23;00:00;1,3
Vantaa Helsinki-Vantaa airport;2011;12;24;00:00;1,8
Vantaa Helsinki-Vantaa airport;2011;12;25;00:00;5,2
Vantaa Helsinki-Vantaa airport;2011;12;26;00:00;10,3
Vantaa Helsinki-Vantaa airport;2011;12;27;00:00;6,9
Vantaa Helsinki-Vantaa airport;2011;12;28;00:00;10,9
Vantaa Helsinki-Vantaa airport;2011;12;29;00:00;3,5
Vantaa Helsinki-Vantaa airport;2011;12;30;00:00;3,3
Vantaa Helsinki-Vantaa airport;2011;12;31;00:00;6,2
Vantaa Helsinki-Vantaa airport;2012;1;1;00:00;17,4
Vantaa Helsinki-Vantaa airport;2012;1;2;00:00;1,8
Vantaa Helsinki-Vantaa airport;2012;1;3;00:00;7,2
Vantaa Helsinki-Vantaa airport;2012;1;4;00:00;2,9
Vantaa Helsinki-Vantaa airport;2012;1;5;00:00;7,2
Vantaa Helsinki-Vantaa airport;2012;1;6;00:00;4,6
Vantaa Helsinki-Vantaa airport;2012;1;7;00:00;7,1
Vantaa Helsinki-Vantaa airport;2012;1;8;00:00;18,1
Vantaa Helsinki-Vantaa airport;2012;1;9;00:00;8,6
Vantaa Helsinki-Vantaa airport;2012;1;10;00:00;8,3
Vantaa Helsinki-Vantaa airport;2012;1;11;00:00;4,1
Vantaa Helsinki-Vantaa airport;2012;1;12;00:00;2,3
Vantaa Helsinki-Vantaa airport;2012;1;13;00:00;7
Vantaa Helsinki-Vantaa airport;2012;1;14;00:00;12,4
Vantaa Helsinki-Vantaa airport;2012;1;15;00:00;8,4
Vantaa Helsinki-Vantaa airport;2012;1;16;00:00;13,3
Vantaa Helsinki-Vantaa airport;2012;1;17;00:00;4,8
Vantaa Helsinki-Vantaa airport;2012;1;18;00:00;9,7
Vantaa Helsinki-Vantaa airport;2012;1;19;00:00;8
Vantaa Helsinki-Vantaa airport;2012;1;20;00:00;6,6
Vantaa Helsinki-Vantaa airport;2012;1;21;00:00;8,5
Vantaa Helsinki-Vantaa airport;2012;1;22;00:00;8,9
Vantaa Helsinki-Vantaa airport;2012;1;23;00:00;7,3
Vantaa Helsinki-Vantaa airport;2012;1;24;00:00;16,9
Vantaa Helsinki-Vantaa airport;2012;1;25;00:00;15,1
Vantaa Helsinki-Vantaa airport;2012;1;26;00:00;12,9
Vantaa Helsinki-Vantaa airport;2012;1;27;00:00;26,7
Vantaa Helsinki-Vantaa airport;2012;1;28;00:00;24,8
Vantaa Helsinki-Vantaa airport;2012;1;29;00:00;35,8
Vantaa Helsinki-Vantaa airport;2012;1;30;00:00;21,7
Vantaa Helsinki-Vantaa airport;2012;1;31;00:00;38,1
Vantaa Helsinki-Vantaa airport;2012;2;1;00:00;44,3
Vantaa Helsinki-Vantaa airport;2012;2;2;00:00;40,5
Vantaa Helsinki-Vantaa airport;2012;2;3;00:00;21,4
Vantaa Helsinki-Vantaa airport;2012;2;4;00:00;40,7
Vantaa Helsinki-Vantaa airport;2012;2;5;00:00;54,8
Vantaa Helsinki-Vantaa airport;2012;2;6;00:00;40,6
Vantaa Helsinki-Vantaa airport;2012;2;7;00:00;18
Vantaa Helsinki-Vantaa airport;2012;2;8;00:00;42,1
Vantaa Helsinki-Vantaa airport;2012;2;9;00:00;61,6
Vantaa Helsinki-Vantaa airport;2012;2;10;00:00;47,3
Vantaa Helsinki-Vantaa airport;2012;2;11;00:00;24,8
Vantaa Helsinki-Vantaa airport;2012;2;12;00:00;18,9
Vantaa Helsinki-Vantaa airport;2012;2;13;00:00;25,5
Vantaa Helsinki-Vantaa airport;2012;2;14;00:00;22,7
Vantaa Helsinki-Vantaa airport;2012;2;15;00:00;28,7
Vantaa Helsinki-Vantaa airport;2012;2;16;00:00;33,4
Vantaa Helsinki-Vantaa airport;2012;2;17;00:00;25,9
Vantaa Helsinki-Vantaa airport;2012;2;18;00:00;26,9
Vantaa Helsinki-Vantaa airport;2012;2;19;00:00;24,8
Vantaa Helsinki-Vantaa airport;2012;2;20;00:00;53,9
Vantaa Helsinki-Vantaa airport;2012;2;21;00:00;25
Vantaa Helsinki-Vantaa airport;2012;2;22;00:00;55,9
Vantaa Helsinki-Vantaa airport;2012;2;23;00:00;25,7
Vantaa Helsinki-Vantaa airport;2012;2;24;00:00;33,4
Vantaa Helsinki-Vantaa airport;2012;2;25;00:00;44,5
Vantaa Helsinki-Vantaa airport;2012;2;26;00:00;77,8
Vantaa Helsinki-Vantaa airport;2012;2;27;00:00;52,1
Vantaa Helsinki-Vantaa airport;2012;2;28;00:00;25,2
Vantaa Helsinki-Vantaa airport;2012;2;29;00:00;108,9
